market_constraint,match_source,candidate_constraint,accepted_match,confidence,final_score,model_probability,rule_score,rule_score_v1,rule_score_v2,facility_score,contingency_score,voltage_match,voltage_near_match,token_overlap,zone_overlap,interface_keyword_match,embedding_similarity,best_score,second_best_score,score_margin,ambiguity_flag,low_score_flag,close_margin_flag
DOEX530 345 KV  DOE-PIE2,dayzer,DOEX530_345 KV_DOE-PIE2:ACTUAL,True,medium,0.767143,,0.767143,0.578571,0.767143,0.857143,0.0,1.0,1.0,0.6,0.0,0.0,,0.767143,0.683333,0.08381000000000005,False,False,False
BERLNLK 138 KV  BER-BLUE,pano,BERLNLK 138KV - BLUEBELL 138KV (BERLNLK 138 KV BER-BLUE),True,high,0.86369,,0.86369,0.841667,0.86369,0.75,1.0,1.0,1.0,0.857143,0.666667,0.0,,0.86369,0.735714,0.12797599999999998,False,False,False
BERLNLK 138 KV  BER-BLUE,dayzer,BERLNLK_138 KV_BER-BLUE:ACTUAL,True,medium,0.767143,,0.767143,0.600794,0.767143,0.857143,0.0,1.0,1.0,0.6,0.222222,0.0,,0.767143,0.683333,0.08381000000000005,False,False,False
EDWSFERY230 KV  23111,pano,EDWSFERY230 KV  203B,False,low,0.486111,,0.486111,0.533333,0.486111,0.666667,0.0,1.0,1.0,0.222222,0.5,0.0,,0.486111,0.175,0.311111,True,True,False
EDWSFERY230 KV  23111,dayzer,NMESHOPP_230 KV_4 TX:ACTUAL,False,low,0.19,,0.19,0.19,0.19,0.0,0.0,1.0,1.0,0.4,0.4,0.0,,0.19,0.19,0.0,True,True,True
CLIFTNFG230 KV  TX2,pano,LEXINGTN230 KV  TX2,False,low,0.416667,,0.416667,0.45,0.416667,0.5,0.0,1.0,1.0,0.333333,0.5,0.0,,0.416667,0.416667,0.0,True,True,True
CLIFTNFG230 KV  TX2,dayzer,WHEALTON_230 KV_TX2:ACTUAL,False,low,0.476667,,0.476667,0.416667,0.476667,0.4,0.0,1.0,1.0,0.666667,0.666667,0.0,,0.476667,0.476667,0.0,True,True,True
74 KEWAN 138 KV 74 KEWAN L74B1Z3 SER DEV,pano,74 KEWAN138 KV  L74B1Z3,True,medium,0.762271,,0.762271,0.719048,0.762271,0.571429,1.0,1.0,1.0,0.769231,0.333333,0.0,,0.762271,0.727778,0.034492999999999996,True,False,True
74 KEWAN 138 KV 74 KEWAN L74B1Z3 SER DEV,dayzer,74 KEWAN_138 KV_7405 2:L138.Keemin-18706-187SchauffRoad.18706,False,low,0.361111,,0.361111,0.261111,0.361111,0.222222,0.0,1.0,1.0,0.666667,0.0,0.0,,0.361111,0.330682,0.03042900000000004,True,True,True
RACINE  69 KV   1,pano,RACINE 69KV - RACINE 8KV (RACINE 69 KV 1),False,low,0.425,,0.425,0.466667,0.425,0.5,0.0,1.0,1.0,0.333333,0.666667,0.0,,0.425,0.425,0.0,True,True,True
RACINE  69 KV   1,dayzer,RACINE_69 KV_1:ACTUAL,True,low,0.683333,,0.683333,0.533333,0.683333,0.666667,0.0,1.0,1.0,1.0,0.5,0.0,,0.683333,0.683333,0.0,True,True,True
JACK ME 115 KV JACK ME-MENGES 994-1,pano,JACK ME 115KV - MENGES 115KV (JACK ME 115 KV JAC-MEN),True,high,0.94615,,0.94615,0.934545,0.94615,0.909091,1.0,1.0,1.0,0.941176,0.8,0.0,,0.94615,0.757415,0.1887350000000001,False,False,False
JACK ME 115 KV JACK ME-MENGES 994-1,dayzer,JACK ME_115 KV_JAC-MEN:ACTUAL,True,medium,0.731538,,0.731538,0.583333,0.731538,0.8,0.0,1.0,1.0,0.615385,0.333333,0.0,,0.731538,0.67987,0.05166800000000005,True,True,False
EDANVILL 138 KV EDANVILL-BANISTER,pano,EDANVILL 138KV - BANISTER 138KV (EDANVILL 138 KV EDA-BAN1),True,high,0.890114,,0.890114,0.872727,0.890114,0.8,1.0,1.0,1.0,0.875,0.727273,0.0,,0.890114,0.783864,0.10624999999999996,False,False,False
EDANVILL 138 KV EDANVILL-BANISTER,dayzer,EDANVILL_138 KV_EDA-BAN1:ACTUAL,True,low,0.633333,,0.633333,0.483333,0.633333,0.666667,0.0,1.0,1.0,0.5,0.0,0.0,,0.633333,0.59026,0.04307300000000003,True,True,True
AP SOUTH REACTIVE TRANSFER INTERFACE,pano,APSOUTH contingency 11,True,low,0.542424,,0.542424,0.490404,0.542424,0.444444,1.0,0.0,0.0,0.666667,0.181818,0.0,,0.542424,0.524327,0.01809700000000003,True,True,True
AP SOUTH REACTIVE TRANSFER INTERFACE,dayzer,TRANSFER INTERFACE: APSOUTH:Chesterfield.U6,False,low,0.465,,0.465,0.296154,0.465,0.5,0.0,0.0,0.0,0.4,0.461538,1.0,,0.465,0.465,0.0,True,True,True
DOUBS   500 KV  DOU-GOO,pano,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),True,high,0.86369,,0.86369,0.841667,0.86369,0.75,1.0,1.0,1.0,0.857143,0.666667,0.0,,0.86369,0.756548,0.10714199999999996,False,False,False
DOUBS   500 KV  DOU-GOO,dayzer,DOUBS_500 KV_DOU-GOO:L500.Loudoun-Morrisville.569,True,low,0.683333,,0.683333,0.508333,0.683333,0.666667,0.0,1.0,1.0,1.0,0.25,0.0,,0.683333,0.666667,0.01666599999999996,True,True,True
TANNERS CREEK - MIAMI FORT 345 KV L/O TANNERS CREEK - EAST BEND 345 KV,pano,Miami Fort 345/138-kV TX9 l/o East Bend-Terminal 345 kV,True,low,0.558271,,0.558271,0.52381,0.558271,0.714286,0.666667,0.0,0.0,0.736842,0.0,0.0,,0.558271,0.477083,0.08118799999999998,True,True,False
TANNERS CREEK - MIAMI FORT 345 KV L/O TANNERS CREEK - EAST BEND 345 KV,dayzer,PORTUNIO_345 KV_20:L345.Tanners Creek-Miami Fort,True,low,0.6125,,0.6125,0.457692,0.6125,0.615385,0.0,1.0,1.0,0.625,0.0,0.0,,0.6125,0.6125,0.0,True,True,True
CLAYSBUR115 KV CLA-SUM,pano,CLAYSBUR115 KV  CLA-SUM,True,medium,0.718333,,0.718333,0.755556,0.718333,1.0,0.222222,1.0,1.0,0.533333,0.5,0.0,,0.718333,0.708095,0.01023799999999997,True,True,True
CLAYSBUR115 KV CLA-SUM,dayzer,CLAYSBUR_115 KV_CLA-SUM:ACTUAL,True,low,0.552198,,0.552198,0.453896,0.552198,0.571429,0.0,1.0,1.0,0.307692,0.181818,0.0,,0.552198,0.478889,0.07330899999999996,True,True,False
SALTSPRG 138 KV SALTSPRG-MASURY,pano,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),True,high,0.887778,,0.887778,0.866667,0.887778,0.8,1.0,1.0,1.0,0.888889,0.666667,0.0,,0.887778,0.660298,0.2274799999999999,False,False,False
SALTSPRG 138 KV SALTSPRG-MASURY,dayzer,SALTSPRG_138 KV_SAL-MAS1:L138.Masury-Shenango,True,low,0.689394,,0.689394,0.513636,0.689394,0.727273,0.0,1.0,1.0,0.666667,0.0,0.0,,0.689394,0.633333,0.056060999999999916,True,True,False
SPORNAEP-KYGERCRE TIE B 345 KV,pano,KYGERCRE 345KV - SPORNAEP 345KV (SPORNAEP 345 KV SPO-KYG1),True,high,0.851783,,0.851783,0.830303,0.851783,0.727273,1.0,1.0,1.0,0.823529,0.666667,0.0,,0.851783,0.601667,0.250116,False,False,False
SPORNAEP-KYGERCRE TIE B 345 KV,dayzer,SPORNAEP_345 KV_SPO-KYG1:ACTUAL,True,low,0.586154,,0.586154,0.45,0.586154,0.6,0.0,1.0,1.0,0.461538,0.0,0.0,,0.586154,0.555,0.031153999999999904,True,True,True
MOROCCO - ALLEN JUNCTION 345 KV L/O DAVIS BESSE U1,pano,Morocco - Allen Junction 345 kV l/o Davis Besse U1,True,high,0.95,,0.95,0.9,0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.95,0.452747,0.49725299999999995,False,False,False
MOROCCO - ALLEN JUNCTION 345 KV L/O DAVIS BESSE U1,dayzer,BAYSHOR2_345 KV_1:L345.Davis Besse-Lemoyne,False,low,0.397436,,0.397436,0.316667,0.397436,0.333333,0.0,1.0,1.0,0.307692,0.0,0.0,,0.397436,0.362381,0.035055,True,True,True
KYGERCRE345 KV  KYG-DOE3,pano,KYGERCRE345 KV  KYG-SPR2,True,low,0.503571,,0.503571,0.540476,0.503571,0.666667,0.0,1.0,1.0,0.5,0.571429,0.0,,0.503571,0.423571,0.08000000000000002,True,True,False
KYGERCRE345 KV  KYG-DOE3,dayzer,KYGERCRE_345 KV_KYG-DOE3:ACTUAL,True,low,0.596429,,0.596429,0.475714,0.596429,0.571429,0.0,1.0,1.0,0.75,0.4,0.0,,0.596429,0.519444,0.07698499999999997,True,True,False
STRYKER 13.2 KV TR3-T,pano,STRYKER 1KV - STRYKER 13.2KV (STRYKER 13.2 KV TR3-T),False,low,0.400833,,0.400833,0.441667,0.400833,0.75,0.0,0.0,0.0,0.6,0.666667,0.0,,0.400833,0.214286,0.186547,True,True,False
STRYKER 13.2 KV TR3-T,dayzer,STRYKER_138 KV_TR3-P:ACTUAL,False,low,0.446429,,0.446429,0.335714,0.446429,0.571429,0.0,0.0,0.0,0.75,0.5,0.0,,0.446429,0.27381,0.17261900000000002,True,True,False
CHICKHOM230 KV  2233A,pano,CHICKHOM230 KV  2233A,True,low,0.658333,,0.658333,0.7,0.658333,1.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.658333,0.405952,0.25238099999999997,True,True,False
CHICKHOM230 KV  2233A,dayzer,CHICKHOM_230 KV_2233A:ACTUAL,False,low,0.476667,,0.476667,0.416667,0.476667,0.4,0.0,1.0,1.0,0.666667,0.666667,0.0,,0.476667,0.183333,0.293334,True,True,False
BUTLER  69 KV   BUT-SHE,pano,BUTLER  69 KV   BUT-SHE,True,low,0.67,,0.67,0.73,0.67,1.0,0.0,1.0,1.0,0.6,0.8,0.0,,0.67,0.551136,0.11886400000000008,True,True,False
BUTLER  69 KV   BUT-SHE,dayzer,BUTLER_69 KV_BUT-SHE:ACTUAL,True,medium,0.807143,,0.807143,0.628571,0.807143,0.857143,0.0,1.0,1.0,1.0,0.5,0.0,,0.807143,0.704167,0.10297600000000007,False,False,False
GRACETON 230 KV GRACETON-SAFEHARB 2303,pano,GRACETON230 KV  GRA-SAF,True,medium,0.814773,,0.814773,0.793831,0.814773,0.75,0.857143,1.0,1.0,0.857143,0.545455,0.0,,0.814773,0.721916,0.09285699999999997,False,False,False
GRACETON 230 KV GRACETON-SAFEHARB 2303,dayzer,GRACETON_230 KV_GRA-MANO:ACTUAL,False,low,0.472222,,0.472222,0.372222,0.472222,0.444444,0.0,1.0,1.0,0.333333,0.0,0.0,,0.472222,0.472222,0.0,True,True,True
KYGERCRE345 KV  KYG-DOE4,pano,KYGERCRE345 KV  KYG-SPR2,True,low,0.503571,,0.503571,0.540476,0.503571,0.666667,0.0,1.0,1.0,0.5,0.571429,0.0,,0.503571,0.420238,0.08333299999999999,True,True,False
KYGERCRE345 KV  KYG-DOE4,dayzer,KYGERCRE_345 KV_KYG-DOE4:ACTUAL,True,low,0.596429,,0.596429,0.475714,0.596429,0.571429,0.0,1.0,1.0,0.75,0.4,0.0,,0.596429,0.478889,0.11753999999999998,True,True,False
11 FISK 138 KV 11 FISK -840 QUAR 1108,pano,11 FISK -840 QUAR 1108      A  138 KV,True,low,0.6625,,0.6625,0.725,0.6625,1.0,0.0,1.0,1.0,0.5,0.75,0.0,,0.6625,0.571905,0.09059499999999998,True,True,False
11 FISK 138 KV 11 FISK -840 QUAR 1108,dayzer,11 FISK_138 KV_1111:ACTUAL,True,low,0.555,,0.555,0.433333,0.555,0.5,0.0,1.0,1.0,0.8,0.333333,0.0,,0.555,0.555,0.0,True,True,True
CHERRYHI69 KV   CHE-MART,pano,CHERRYHI69 KV   CHE-MART,True,low,0.670833,,0.670833,0.716667,0.670833,1.0,0.0,1.0,1.0,0.75,0.666667,0.0,,0.670833,0.338571,0.332262,True,True,False
CHERRYHI69 KV   CHE-MART,dayzer,CHESTERT_69 KV_CHE-CLOU:ACTUAL,False,low,0.385714,,0.385714,0.321429,0.385714,0.285714,0.0,1.0,1.0,0.5,0.285714,0.0,,0.385714,0.385714,0.0,True,True,True
SUTTON 138 KV SUT-SUT,pano,SUTTONTP 138KV - SUTTON 138KV (SUTTON 138 KV SUT-SUT),True,low,0.505,,0.505,0.543333,0.505,0.666667,0.0,1.0,1.0,0.5,0.6,0.0,,0.505,0.503333,0.001666999999999974,True,True,True
SUTTON 138 KV SUT-SUT,dayzer,SUTTON_138 KV_SUT-SUT:ACTUAL,True,medium,0.77,,0.77,0.607143,0.77,0.8,0.0,1.0,1.0,1.0,0.571429,0.0,,0.77,0.571429,0.19857100000000005,False,False,False
433 CHAN138 KV  7719 1,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),False,low,0.175,,0.175,0.2,0.175,0.0,0.0,1.0,1.0,0.0,0.5,0.0,,0.175,0.175,0.0,True,True,True
433 CHAN138 KV  7719 1,dayzer,6102_138 KV_6102 4:ACTUAL,False,low,0.216667,,0.216667,0.2,0.216667,0.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.216667,0.2,0.016666999999999987,True,True,True
FRDRKSBG TX8 XFORMER H 230 KV,pano,FRDRKSBG 230KV - FRDRKSBG 115KV (FRDRKSBG 230 KV TX8),True,medium,0.711905,,0.711905,0.679365,0.711905,0.444444,1.0,1.0,1.0,0.666667,0.571429,0.0,,0.711905,0.605238,0.10666699999999996,True,True,False
FRDRKSBG TX8 XFORMER H 230 KV,dayzer,FRDRKSBG_230 KV_TX8:L230.Fredericksburg-Birchwood.2083,False,low,0.486923,,0.486923,0.35,0.486923,0.4,0.0,1.0,1.0,0.769231,0.0,0.0,,0.486923,0.471538,0.015384999999999982,True,True,True
REPUBSM 138 KV REP-BLU,pano,REPUBSM 138KV - BLUEBELL 138KV (REPUBSM 138 KV REP-BLU),True,high,0.86369,,0.86369,0.841667,0.86369,0.75,1.0,1.0,1.0,0.857143,0.666667,0.0,,0.86369,0.663333,0.200357,False,False,False
REPUBSM 138 KV REP-BLU,dayzer,REPUBSM_138 KV_REP-BLU:ACTUAL,True,medium,0.767143,,0.767143,0.600794,0.767143,0.857143,0.0,1.0,1.0,0.6,0.222222,0.0,,0.767143,0.683333,0.08381000000000005,False,False,False
DAWKINSB230 KV  DAW-VINT,pano,VINTHILL 230KV - DAWKINSB 230KV (DAWKINSB 230 KV DAW-VINT),False,low,0.422273,,0.422273,0.454545,0.422273,0.5,0.0,1.0,1.0,0.4,0.545455,0.0,,0.422273,0.182222,0.24005100000000001,True,True,False
DAWKINSB230 KV  DAW-VINT,dayzer,DAWKINSB_230 KV_DAW-VINT:ACTUAL,True,low,0.596429,,0.596429,0.492857,0.596429,0.571429,0.0,1.0,1.0,0.75,0.571429,0.0,,0.596429,0.235714,0.360715,True,True,False
KEYSTONE_T5_2304TX-S_XF,pano,KEYSTONE 1KV - KEYSTONE 230KV (KEYSTONE 230 KV 4 TX-S),True,low,0.508571,,0.508571,0.45,0.508571,0.4,1.0,0.0,0.0,0.571429,0.0,0.0,,0.508571,0.411429,0.097142,True,True,False
KEYSTONE_T5_2304TX-S_XF,dayzer,KEYSTONE_230 KV_4 TX-S:345/138.Ashtabula.TR4,False,low,0.326667,,0.326667,0.2,0.326667,0.4,0.0,0.0,0.0,0.666667,0.0,0.0,,0.326667,0.325253,0.0014139999999999708,True,True,True
CUMB_PL_T3_2302_XF,pano,CUMB AE 230KV - CUMB AE 138KV (CUMB AE 230 KV T3),True,low,0.530769,,0.530769,0.472222,0.530769,0.444444,1.0,0.0,0.0,0.615385,0.0,0.0,,0.530769,0.321429,0.20934000000000003,True,True,False
CUMB_PL_T3_2302_XF,dayzer,CUMB PL_230 KV_2:230/69.Cumberland.T3 (Sctnlz),True,low,0.524242,,0.524242,0.333333,0.524242,0.666667,0.0,0.0,0.0,0.909091,0.0,0.0,,0.524242,0.44,0.08424199999999998,True,True,False
EDINBORO 115 KV EDINBORO-VENANJCT MF 1019,pano,VENANJCT 115KV - EDINBORO 115KV (EDINBORO 115 KV EDI-VEN),True,high,0.854163,,0.854163,0.835065,0.854163,0.727273,1.0,1.0,1.0,0.823529,0.714286,0.0,,0.854163,0.820769,0.033394000000000035,True,False,True
EDINBORO 115 KV EDINBORO-VENANJCT MF 1019,dayzer,EDINBORO_115 KV_EDI-VEN:ACTUAL,True,low,0.586154,,0.586154,0.468182,0.586154,0.6,0.0,1.0,1.0,0.461538,0.181818,0.0,,0.586154,0.528333,0.0578209999999999,True,True,False
OHIOCENT 138 KV OHIOCENT-SCOSHOCT,pano,OHIOCENT 138KV - SCOSHOCT 138KV (OHIOCENT 138 KV OHI-SCO1),True,low,0.579697,,0.579697,0.622727,0.579697,0.8,0.0,1.0,1.0,0.666667,0.727273,0.0,,0.579697,0.578571,0.0011260000000000714,True,True,True
OHIOCENT 138 KV OHIOCENT-SCOSHOCT,dayzer,OHIOCENT_138 KV_OHI-SCO1:ACTUAL,True,low,0.663333,,0.663333,0.511905,0.663333,0.666667,0.0,1.0,1.0,0.8,0.285714,0.0,,0.663333,0.554545,0.108788,True,True,False
MALISZEW_138KVMAL-HYA2_1_LN,pano,MALISZEW_MAL138ORANGE_1_LN,True,low,0.593506,,0.593506,0.535714,0.593506,0.571429,1.0,0.0,0.0,0.727273,0.0,0.0,,0.593506,0.530769,0.06273699999999993,True,True,False
MALISZEW_138KVMAL-HYA2_1_LN,dayzer,MALISZEW_138 KV_MAL-HYA2:L765.Flatlick-Marysville,False,low,0.31,,0.31,0.2,0.31,0.4,0.0,0.0,0.0,0.5,0.0,0.0,,0.31,0.252381,0.057618999999999976,True,True,False
FRENCHSM 138 KV FRENCHSM-JUNCTION JST1,pano,JUNCTION 138KV - FRENCHSM 138KV (FRENCHSM 138 KV FRE-JUN),True,high,0.856911,,0.856911,0.840559,0.856911,0.727273,1.0,1.0,1.0,0.823529,0.769231,0.0,,0.856911,0.645146,0.21176499999999998,False,False,False
FRENCHSM 138 KV FRENCHSM-JUNCTION JST1,dayzer,FRENCHSM_138 KV_FRE-JUN:ACTUAL,True,low,0.586154,,0.586154,0.47,0.586154,0.6,0.0,1.0,1.0,0.461538,0.2,0.0,,0.586154,0.555,0.031153999999999904,True,True,True
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1,pano,BARTONVI138 KV  BAR-MEA,True,medium,0.817273,,0.817273,0.787879,0.817273,0.666667,1.0,1.0,1.0,0.8,0.545455,0.0,,0.817273,0.710606,0.10666700000000007,False,False,False
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1,dayzer,BARTONVI_138 KV_BAR-LONG:ACTUAL,False,low,0.440769,,0.440769,0.35,0.440769,0.4,0.0,1.0,1.0,0.307692,0.0,0.0,,0.440769,0.440769,0.0,True,True,True
STEPHENS_138KVSTE-STO_1_LN,pano,STEPHENS 138KV - STONEWAL 138KV (STEPHENS 138 KV STE-STO),True,low,0.533333,,0.533333,0.472222,0.533333,0.444444,1.0,0.0,0.0,0.666667,0.0,0.0,,0.533333,0.441071,0.09226199999999996,True,True,False
STEPHENS_138KVSTE-STO_1_LN,dayzer,STEPHENS_138 KV_STE-STO:L500.Bedington-Doubs,False,low,0.336923,,0.336923,0.2,0.336923,0.4,0.0,0.0,0.0,0.769231,0.0,0.0,,0.336923,0.293506,0.04341699999999998,True,True,True
SALTVILL_138KVSAL-TAZ1_1_LN,pano,SALTVILL 138KV - TAZEWELL 138KV (SALTVILL 138 KV SAL-TAZ1),True,low,0.536842,,0.536842,0.472222,0.536842,0.444444,1.0,0.0,0.0,0.736842,0.0,0.0,,0.536842,0.536842,0.0,True,True,True
SALTVILL_138KVSAL-TAZ1_1_LN,dayzer,SALTVILL_138 KV_SAL-TAZ1:L765.Culloden-Wyoming,False,low,0.3,,0.3,0.2,0.3,0.4,0.0,0.0,0.0,0.4,0.0,0.0,,0.3,0.287255,0.012745000000000006,True,True,True
SAWMILL 138 KV  SAW-DUB1,pano,SAWMILL 138KV - DUBLIN 138KV (SAWMILL 138 KV SAW-DUB1),True,low,0.548106,,0.548106,0.591667,0.548106,0.75,0.0,1.0,1.0,0.545455,0.666667,0.0,,0.548106,0.548106,0.0,True,True,True
SAWMILL 138 KV  SAW-DUB1,dayzer,SAWMILL_138 KV_SAW-DUB1:ACTUAL,True,medium,0.807143,,0.807143,0.611905,0.807143,0.857143,0.0,1.0,1.0,1.0,0.333333,0.0,,0.807143,0.704167,0.10297600000000007,False,False,False
120 LOMB138 KV  12016 1,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),False,low,0.175,,0.175,0.2,0.175,0.0,0.0,1.0,1.0,0.0,0.5,0.0,,0.175,0.175,0.0,True,True,True
120 LOMB138 KV  12016 1,dayzer,6102_138 KV_6102 4:ACTUAL,False,low,0.216667,,0.216667,0.2,0.216667,0.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.216667,0.2,0.016666999999999987,True,True,True
SIEGFRIE_T2_2304_XF,pano,SIEGFRIE 230KV - SIEGFRIE 138KV (SIEGFRIE 230 KV 4),False,low,0.483333,,0.483333,0.416667,0.483333,0.333333,1.0,0.0,0.0,0.666667,0.0,0.0,,0.483333,0.483333,0.0,True,True,True
SIEGFRIE_T2_2304_XF,dayzer,STIFFIN_138 KV_T2 XF:ACTUAL,False,low,0.411429,,0.411429,0.285714,0.411429,0.571429,0.0,0.0,0.0,0.4,0.0,0.0,,0.411429,0.322222,0.08920699999999998,True,True,False
REPUBSM 138 KV REP-BLU,pano,REPUBSM 138KV - BLUEBELL 138KV (REPUBSM 138 KV REP-BLU),True,high,0.864583,,0.864583,0.841667,0.864583,0.75,1.0,1.0,1.0,0.875,0.666667,0.0,,0.864583,0.660606,0.20397699999999996,False,False,False
REPUBSM 138 KV REP-BLU,dayzer,REPUBSM_138 KV_REP-BLU:ACTUAL,True,medium,0.761688,,0.761688,0.600794,0.761688,0.857143,0.0,1.0,1.0,0.545455,0.222222,0.0,,0.761688,0.644872,0.11681600000000003,False,False,False
CHATFIEL138 KV  CHA-MEL,pano,MELMORE 138KV - CHATFIEL 138KV (CHATFIEL 138 KV CHA-MEL),True,medium,0.737987,,0.737987,0.704545,0.737987,0.5,1.0,1.0,1.0,0.714286,0.545455,0.0,,0.737987,0.630844,0.10714299999999999,True,True,False
CHATFIEL138 KV  CHA-MEL,dayzer,CHATFIEL_138 KV_CHA-MEL:L345.SouthBerwick-Galion,True,low,0.522222,,0.522222,0.400794,0.522222,0.444444,0.0,1.0,1.0,0.833333,0.285714,0.0,,0.522222,0.505556,0.01666599999999996,True,True,True
GRANDVIE115 KV GRA-TIT,pano,GRANDVIE 115KV - TITUSVIL 115KV (GRANDVIE 115 KV GRA-TIT),True,medium,0.737987,,0.737987,0.704545,0.737987,0.5,1.0,1.0,1.0,0.714286,0.545455,0.0,,0.737987,0.630844,0.10714299999999999,True,True,False
GRANDVIE115 KV GRA-TIT,dayzer,GRANDVIE_115 KV_GRA-TIT:ACTUAL,True,low,0.561429,,0.561429,0.460714,0.561429,0.571429,0.0,1.0,1.0,0.4,0.25,0.0,,0.561429,0.522222,0.03920699999999999,True,True,True
WEFOSTOR138 KV WEF-02W1,pano,WEFOSTOR138 KV  WEF-02W1,True,high,0.978571,,0.978571,0.957143,0.978571,1.0,1.0,1.0,1.0,1.0,0.571429,0.0,,0.978571,0.914026,0.06454499999999996,False,False,False
WEFOSTOR138 KV WEF-02W1,dayzer,KRENDALE_138 KV_KRE-SEN:L500.Keystone-SouthBend.5001(513),False,low,0.15,,0.15,0.15,0.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.15,0.15,0.0,True,True,True
RITCHIE 230 KV  RIT-WAT6,pano,RITCHIE 230KV - WATERFRO 230KV (RITCHIE 230 KV RIT-WAT6),True,low,0.5475,,0.5475,0.585,0.5475,0.75,0.0,1.0,1.0,0.6,0.6,0.0,,0.5475,0.422273,0.12522699999999998,True,True,False
RITCHIE 230 KV  RIT-WAT6,dayzer,RITCHIE_230 KV_RIT-WAT6:ACTUAL,True,medium,0.807143,,0.807143,0.611905,0.807143,0.857143,0.0,1.0,1.0,1.0,0.333333,0.0,,0.807143,0.596429,0.21071400000000007,False,False,False
CASHCNDP230 KV 2135B,pano,HOLLYMD 230KV - CASHCNDP 230KV (CASHCNDP 230 KV 2135B),True,low,0.647619,,0.647619,0.595238,0.647619,0.333333,1.0,1.0,1.0,0.666667,0.285714,0.0,,0.647619,0.539286,0.1083329999999999,True,True,False
CASHCNDP230 KV 2135B,dayzer,CASHCNDP_230 KV_2135B:L500.Elmont-Cunningham.553,False,low,0.415714,,0.415714,0.292857,0.415714,0.285714,0.0,1.0,1.0,0.8,0.0,0.0,,0.415714,0.395714,0.019999999999999962,True,True,True
153 TAYL 345 KV 153 TAYLOR 45TR82 CT,pano,153 TAYL 345KV - 153 TAYL 1KV (153 TAYL 345 KV TR82CT-P),False,low,0.421429,,0.421429,0.45,0.421429,0.5,0.0,1.0,1.0,0.428571,0.5,0.0,,0.421429,0.360952,0.060477,True,True,False
153 TAYL 345 KV 153 TAYLOR 45TR82 CT,dayzer,153 TAYL_345 KV_TR82CT-P:ACTUAL,True,low,0.571212,,0.571212,0.456061,0.571212,0.545455,0.0,1.0,1.0,0.666667,0.333333,0.0,,0.571212,0.436364,0.13484800000000008,True,True,False
PLYWOOD_115KV151A_1_LN,pano,0704_07013807043_1_LN,False,low,0.241667,,0.241667,0.25,0.241667,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,,0.241667,0.241667,0.0,True,True,True
PLYWOOD_115KV151A_1_LN,dayzer,BONDRNT6_345 KV_LN 4692:ACTUAL,False,low,0.27381,,0.27381,0.266667,0.27381,0.333333,0.0,0.0,0.0,0.571429,1.0,0.0,,0.27381,0.27381,0.0,True,True,True
46 DESPL345 KV  TR84CT-P,pano,155 NELS345 KV  TR84CT-P,True,low,0.503333,,0.503333,0.55,0.503333,0.666667,0.0,1.0,1.0,0.4,0.666667,0.0,,0.503333,0.503333,0.0,True,True,True
46 DESPL345 KV  TR84CT-P,dayzer,46 DESPL_345 KV_TR84CT-P:ACTUAL,True,low,0.596429,,0.596429,0.502381,0.596429,0.571429,0.0,1.0,1.0,0.75,0.666667,0.0,,0.596429,0.596429,0.0,True,True,True
LIMERICK_T1_500LIM4B-P_XF,pano,LIMERICK 1KV - LIMERICK 500KV (LIMERICK 500 KV LIM 4B-P),True,low,0.510303,,0.510303,0.471818,0.510303,0.363636,1.0,0.0,0.0,0.533333,0.4,0.0,,0.510303,0.510303,0.0,True,True,True
LIMERICK_T1_500LIM4B-P_XF,dayzer,AMOS_345 KV_7-P:AMOS 345-138KV XF #8,False,low,0.325253,,0.325253,0.222222,0.325253,0.444444,0.0,0.0,0.0,0.363636,0.0,0.0,,0.325253,0.325253,0.0,True,True,True
120_LOMB_138KV120071_1_LN,pano,0704_07013807043_1_LN,False,low,0.241667,,0.241667,0.25,0.241667,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,,0.241667,0.241667,0.0,True,True,True
120_LOMB_138KV120071_1_LN,dayzer,120 LOMB_138 KV_12008 1:ACTUAL,False,low,0.326667,,0.326667,0.266667,0.326667,0.4,0.0,0.0,0.0,0.666667,0.666667,0.0,,0.326667,0.326667,0.0,True,True,True
MILLBROO138 KV  MIL-NPO1,pano,MILLBROO 138KV - NPORTSMO 138KV (MILLBROO 138 KV MIL-NPO1),True,medium,0.732937,,0.732937,0.694444,0.732937,0.5,1.0,1.0,1.0,0.714286,0.444444,0.0,,0.732937,0.445238,0.2876989999999999,True,True,False
