market_constraint,candidate_constraint,candidate_source,original_weighted_score,match_probability,refined_confidence_label,facility_score,contingency_score,voltage_match,zone_or_token_overlap,ambiguity_flag,manual_label
EVRGREEN230 KV  EVR-YARD,EVRGREEN_230 KV_EVR-YARD:L230.Buttermilk-Beaumeade.2152,dayzer,0.500427,0.22112901003526975,reject,0.444444,0.0,1.0,0.615385,True,
EVRGREEN230 KV  EVR-YARD,EVRGREEN 230KV - YARDRIDG 230KV (EVRGREEN 230 KV EVR-YARD),pano,0.7375,0.821805689776138,medium_high,0.5,1.0,1.0,0.75,True,
DUPSEAFD_69KVDUP-LAU_1_LN,LAUREL_69 KV_LAU-WOO:ACTUAL,dayzer,0.1825,0.33612133613286893,reject,0.25,0.0,0.0,0.2,True,
DUPSEAFD_69KVDUP-LAU_1_LN,DUPSEAFD 69KV - LAURELDP 69KV (DUPSEAFD 69 KV DUP-LAU),pano,0.530769,0.8238561548098587,medium_high,0.444444,1.0,0.0,0.615385,True,
ALABAMA 230 KV  1T,ALABAMA_230 KV_1T:ACTUAL,dayzer,0.77,0.9825531018261546,high,0.8,0.0,1.0,1.0,False,
ALABAMA 230 KV  1T,LINCOJCT-LINCOLN 963-1T     A  115 KV,pano,0.210952,0.5038420817282839,uncertain,0.4,0.0,0.0,0.333333,True,
14405_138KV144054_1_LN,SB 74 6_161 KV_LN 4652:L345.Sub91-Davenport (MEC),dayzer,0.184722,0.37603447988119865,reject,0.25,0.0,0.0,0.222222,True,
14405_138KV144054_1_LN,SB 85 56 161KV - ROCK IS 161KV (ROCK IS 161 KV LN  4447),pano,0.136905,0.20867641027957476,reject,0.285714,0.0,0.0,0.166667,True,
BED-BLA CONTINGENCY 71,BED-BLA contingency 45 MtStorm.U2,dayzer,0.542045,0.600101581699209,uncertain,0.75,0.0,0.0,0.545455,True,
BED-BLA CONTINGENCY 71,BED-BLA contingency 71,pano,0.825,0.9230889957132671,high,1.0,1.0,0.0,1.0,False,
COLLINSF 138 KV COLLINSF-OSAGE,COLLINSF_138 KV_COL-OSA:L500.Hatfield-Ronco,dayzer,0.554545,0.637475467126703,uncertain,0.545455,0.0,1.0,0.5,True,
COLLINSF 138 KV COLLINSF-OSAGE,COLLINSF138 KV  COL-OSA,pano,0.539148,0.18500884135502005,reject,0.75,0.0,1.0,0.571429,True,
LAFAYETTECAT - LAFAYETTE 138 KV L/O WESTWOOD - WEST LAFAYETTE 138KV,WESTWOOD_345 KV_1:WESTWOOD #2 345/138KV TRANSFORMER,dayzer,0.322222,0.3093342115180038,reject,0.444444,0.0,0.0,0.333333,True,
LAFAYETTECAT - LAFAYETTE 138 KV L/O WESTWOOD - WEST LAFAYETTE 138KV,SHADELND 138KV - LAFAYSOU 138KV (LAFAYSOU 138 KV LAF-SHA),pano,0.567288,0.5726119343242705,uncertain,0.181818,1.0,1.0,0.555556,True,
85_SKOKI_138KV88093_1_LN,SB 74 6_161 KV_LN 4652:L345.Sub91-Davenport (MEC),dayzer,0.164444,0.2611606012285842,reject,0.222222,0.0,0.0,0.2,True,
85_SKOKI_138KV88093_1_LN,SB 74  6 161KV - 58TAP 56 161KV (SB 74  6 161 KV LN  4652),pano,0.136905,0.20867641027957476,reject,0.285714,0.0,0.0,0.166667,True,
STAFFORD 230 KV 2104B,STAFFORD_230 KV_2104B:500/230.Ladysmith.T1,dayzer,0.561429,0.4878958069194012,reject,0.571429,0.0,1.0,0.4,True,
STAFFORD 230 KV 2104B,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B),pano,0.770604,0.9725689921202929,high,0.571429,1.0,1.0,0.769231,False,
FEAGANSM_138KVFEA-STO_1_LN,SB 74 6_161 KV_LN 4652:L345.Sub91-Davenport (MEC),dayzer,0.145385,0.37708847804066614,reject,0.2,0.0,0.0,0.153846,True,
FEAGANSM_138KVFEA-STO_1_LN,STONEWAL 138KV - FEAGANSM 138KV (FEAGANSM 138 KV FEA-STO),pano,0.533333,0.931207705909112,high,0.444444,1.0,0.0,0.666667,True,
FIFTHAVE138 KV  FIF-HES1,FIFTHAVE_138 KV_FIF-HES1:ACTUAL,dayzer,0.596429,0.6139959328926121,uncertain,0.571429,0.0,1.0,0.75,True,
FIFTHAVE138 KV  FIF-HES1,08GRDALE 138KV - MIAMIFOR 138KV (MIAMIFOR 138 KV MIA-08G1),pano,0.164286,0.07120562313197919,reject,0.0,0.0,1.0,0.285714,True,
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,ROXBURY_115 KV_NO3 TX:ACTUAL,dayzer,0.311111,0.09499523852738216,reject,0.222222,0.0,1.0,0.166667,True,
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,ROXBURY 115 KV  ROX-SHA,pano,0.861126,0.7011667592675574,uncertain,0.75,1.0,1.0,0.857143,False,
PLYMOUTH_230KVPLY-WHI3_1_LN,BELLEAU3_138 KV_LN 2656:Labadie - Montgomery 345kV,dayzer,0.161111,0.3443907050183782,reject,0.222222,0.0,0.0,0.166667,True,
PLYMOUTH_230KVPLY-WHI3_1_LN,PLYMOUTH-WHITPAIN 220-14    B  230 KV,pano,0.50303,0.8091059650300012,medium_high,0.333333,1.0,0.0,0.727273,True,
BOXWOOD 138 KV  BOX-REU1,BOXWOOD_138 KV_BOX-REU1:ACTUAL,dayzer,0.767143,0.7461809598296663,uncertain,0.857143,0.0,1.0,0.6,False,
BOXWOOD 138 KV  BOX-REU1,REUSENS 138KV - BOXWOOD 138KV (BOXWOOD 138 KV BOX-REU1),pano,0.860357,0.9647354624478818,high,0.75,1.0,1.0,0.857143,False,
KANAWHAR 138 KV KANAWHAR-KINCAIDA,KANAWHAR_345 KV_. B:AMOS 345-138KV XF #8,dayzer,0.161111,0.32231296861368475,reject,0.222222,0.0,0.0,0.166667,True,
KANAWHAR 138 KV KANAWHAR-KINCAIDA,KANAWHAR 138KV - KINCAIDA 138KV (KANAWHAR 138 KV KAN-KIN1),pano,0.890114,0.8727078725706587,medium_high,0.8,1.0,1.0,0.875,False,
HOMERCIT 230 KV HOMERCIT-SHELOCTA KHC 2014,HOMERCIT_230 KV_HOM-SHE:L500.Cabot-Keystone.5002,dayzer,0.517857,0.26486654128470566,reject,0.5,0.0,1.0,0.428571,True,
HOMERCIT 230 KV HOMERCIT-SHELOCTA KHC 2014,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE),pano,0.855734,0.9511763670508123,high,0.727273,1.0,1.0,0.8,False,
GLENDON_115KVGLE-HOS_1_LN,SB 18 6_161 KV_LN 4447:OakGrove - Louisa 345 kV,dayzer,0.1825,0.39989518204846425,reject,0.25,0.0,0.0,0.2,True,
GLENDON_115KVGLE-HOS_1_LN,HOSENSME 115KV - GLENDON 115KV (GLENDON 115 KV GLE-HOS),pano,0.530769,0.9080106617004022,high,0.444444,1.0,0.0,0.615385,True,
BERYL   138 KV  BER-CRS,BERYL_138 KV_BER-CRS:ACTUAL,dayzer,0.807143,0.8722538539721282,medium_high,0.857143,0.0,1.0,1.0,False,
BERYL   138 KV  BER-CRS,BERYL   138 KV  BER-WES,pano,0.502273,0.12245763802708974,reject,0.666667,0.0,1.0,0.545455,True,
HEATERS 138 KV HEATERS-SUTTON 52,SUTTON_138 KV_SUT-SUT:ACTUAL,dayzer,0.561429,0.46588956999572306,reject,0.571429,0.0,1.0,0.4,True,
HEATERS 138 KV HEATERS-SUTTON 52,HEATERS 138KV - SUTTON 138KV (HEATERS 138 KV HEA-SUT),pano,0.935128,0.9853317398656511,high,0.888889,1.0,1.0,0.933333,False,
BULLRUN 230 KV  TX3,BULLRUN_230 KV_TX3:ACTUAL,dayzer,0.77,0.9825531018261546,high,0.8,0.0,1.0,1.0,False,1.0
BULLRUN 230 KV  TX3,CONEMAUG500 KV  TX3,pano,0.2625,0.4120213755721444,reject,0.5,0.0,0.0,0.5,True,
TARBORO5115 KV  55B1,TARBORO5_115 KV_55B1:ACTUAL,dayzer,0.326667,0.9786827112491777,high,0.4,0.0,0.0,0.666667,True,
TARBORO5115 KV  55B1,MORSBGDP 115KV - TARBORO5 115KV (TARBORO5 115 KV 55B1),pano,0.179167,0.7953051062916059,medium_high,0.333333,0.0,0.0,0.333333,True,
SHADEGAP115 KV SHA-THR,SHADEGAP_115 KV_SHA-THR:500/230.Hunterstown.T1,dayzer,0.511364,0.27984039915116016,reject,0.5,0.0,1.0,0.363636,True,
SHADEGAP115 KV SHA-THR,SHADEGAP115 KV  SHA-THR,pano,0.875,0.7222081425293069,uncertain,1.0,0.666667,1.0,0.833333,False,
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,SHAWVILL_230 KV_SHA-SHI:ACTUAL,dayzer,0.290769,0.33379198625733036,reject,0.4,0.0,0.0,0.307692,True,
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,SHAWVILL 115KV - ROCKTONM 115KV (ROCKTONM 115 KV ROC-SHA),pano,0.854163,0.7928060359269642,medium_high,0.727273,1.0,1.0,0.823529,False,
BLOOMSBU69 KV   BLO-COL2,BLOOMFLD_69 KV_BLO-EAS:L69.Easton-EastonTap-Muni-Longwood-WyeMills.6707,dayzer,0.271667,0.2514849330854577,reject,0.166667,0.0,1.0,0.133333,True,
BLOOMSBU69 KV   BLO-COL2,BLOOMSBU69 KV   BLO-COL2,pano,0.978571,0.7765000744735423,medium_high,1.0,1.0,1.0,1.0,True,
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH,EDGEWATE_138 KV_EDG-VAS:500/138.Yukon.T2,dayzer,0.515,0.3188959350111752,reject,0.5,0.0,1.0,0.4,True,
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH,VASCOTAP 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-VAS),pano,0.822222,0.8429941776351235,medium_high,0.666667,1.0,1.0,0.777778,False,
EDINBUR4138 KV  TX4,REEVESAV_230 KV_TX4:230/115.Yadkin.TX3,dayzer,0.234848,0.32256604396733907,reject,0.333333,0.0,0.0,0.181818,True,
EDINBUR4138 KV  TX4,EDINBUR4 115KV - EDINBUR4 138KV (EDINBUR4 138 KV TX4),pano,0.5075,0.7219161199460148,uncertain,0.333333,1.0,0.0,0.75,True,
CENTECIN69 KV   CEN-RIC,CENTER_115 KV_CEN-WES2:Westport-Greene Street (110554) 115 kV line,dayzer,0.161111,0.40862888369072325,reject,0.222222,0.0,0.0,0.166667,True,
CENTECIN69 KV   CEN-RIC,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1),pano,0.331429,0.9841099666449153,high,0.0,1.0,0.0,0.428571,True,
HUNTERST115 KV  HUN-OXF,HUNTINGT_138 KV_HUN-HUN1:ACTUAL,dayzer,0.205714,0.8457817478955146,medium_high,0.285714,0.0,0.0,0.2,True,
HUNTERST115 KV  HUN-OXF,HUNTERST 115KV - RILEY 115KV (HUNTERST 115 KV HUN-RILE),pano,0.609253,0.543461517704893,uncertain,0.25,1.0,1.0,0.571429,True,
BULLRUN 230 KV  295C,BULLRUN_230 KV_295C:L500.Clifton-Mosby.559A,dayzer,0.511364,0.6805664928568508,uncertain,0.5,0.0,1.0,0.363636,True,
BULLRUN 230 KV  295C,ELKLCKDP 230KV - BULLRUN 230KV (BULLRUN 230 KV 295C),pano,0.816667,0.991217437038043,high,0.666667,1.0,1.0,0.833333,False,
BELFAST 115 KV BELFAST-NORTHWOO 951,NORTHWOO_230 KV_6 BANK:Portland #3 230/115 kV Transformer,dayzer,0.177885,0.4091078233113928,reject,0.25,0.0,0.0,0.153846,True,
BELFAST 115 KV BELFAST-NORTHWOO 951,BELFAST 115 KV  BEL-NOR,pano,0.913542,0.9744512625766442,high,0.857143,1.0,1.0,0.941176,False,
BRAMBLET500 KV  TX1,OX4_500 KV_TX1:L230.Braddock-Idylwood.207,dayzer,0.357937,0.08998369187467452,reject,0.285714,0.0,1.0,0.222222,True,
BRAMBLET500 KV  TX1,BRAMBLET 500KV - BRAMBLET 230KV (BRAMBLET 500 KV TX1),pano,0.655,0.38767892463432363,reject,0.333333,1.0,1.0,0.6,True,
MARDELA-VIENNA 6708-1 A 69 KV,MARDELA_69 KV_MAR-VIE:L69.Nelson-Edgewood-NorthSalisbury.6743,dayzer,0.547403,0.3766569943325441,reject,0.545455,0.0,1.0,0.428571,True,
MARDELA-VIENNA 6708-1 A 69 KV,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),pano,0.935128,0.9362926033450376,high,0.888889,1.0,1.0,0.933333,False,
MIAMIFOR138 KV MIA-HEB,MIAMIFOR_138 KV_MIA-HEB:ACTUAL,dayzer,0.565873,0.23586430190421637,reject,0.571429,0.0,1.0,0.444444,True,
MIAMIFOR138 KV MIA-HEB,MIAMIFOR 138KV - HEBRON1 138KV (MIAMIFOR 138 KV MIA-HEB),pano,0.741667,0.6441920364465601,uncertain,0.5,1.0,1.0,0.666667,True,
OX4 500 KV OX4 TX2 XFORMER,OX4 500-OX4 230,dayzer,0.35,0.29929595640669976,reject,0.5,0.0,0.0,0.25,True,
OX4 500 KV OX4 TX2 XFORMER,OX4 500KV - OX4 230KV (OX4 500 KV TX2),pano,0.76381,0.9099518818153282,high,0.571429,1.0,1.0,0.8,False,
AQUASCO 230 KV AQUASCO -CHALKPT AQU-CHA1,AQUASCO_230 KV_AQU-CHA2:ACTUAL,dayzer,0.511364,0.4829461317998641,reject,0.5,0.0,1.0,0.363636,True,
AQUASCO 230 KV AQUASCO -CHALKPT AQU-CHA1,CHALKPT 230KV - AQUASCO 230KV (AQUASCO 230 KV AQU-CHA1),pano,0.93303,0.9979047014506914,high,0.888889,1.0,1.0,0.933333,False,1.0
MARDELA_69KVMAR-VIE_1_LN,BELLEAU3_138 KV_LN 2656:Labadie - Montgomery 345kV,dayzer,0.164444,0.4971663026447182,reject,0.222222,0.0,0.0,0.2,True,
MARDELA_69KVMAR-VIE_1_LN,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),pano,0.214286,0.16922615485794987,reject,0.444444,0.0,0.0,0.285714,True,
BLACKLIC138 KV  BLA-GAH1,BLAIRSVE_115 KV_BLA-FLO:ACTUAL,dayzer,0.205714,0.40518195221173225,reject,0.285714,0.0,0.0,0.2,True,
BLACKLIC138 KV  BLA-GAH1,GAHANNA 138KV - BLACKLIC 138KV (BLACKLIC 138 KV BLA-GAH1),pano,0.732937,0.7387840316726314,uncertain,0.5,1.0,1.0,0.714286,True,
ERIEW 115 KV ERIEW-FAIRVIEW EWFE 998,ERIES_345 KV_ERI-ERI:ACTUAL,dayzer,0.180682,0.4106047531321884,reject,0.25,0.0,0.0,0.181818,True,
ERIEW 115 KV ERIEW-FAIRVIEW EWFE 998,ERIEW 115KV - FAIRVIEW 115KV (ERIEW 115 KV ERI-FAI),pano,0.889464,0.8142226411005632,medium_high,0.8,1.0,1.0,0.875,False,
ETOWANDA_230KVETO-HIL_1_LN,ETOWANDA 115-ETOWANDA 230,dayzer,0.285,0.3445246276538456,reject,0.4,0.0,0.0,0.25,True,
ETOWANDA_230KVETO-HIL_1_LN,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),pano,0.533333,0.8661304558149582,medium_high,0.444444,1.0,0.0,0.666667,True,
KENOVA  138 KV  KEN-SPO1,KENOVA_138 KV_KEN-TRI1:Actual,dayzer,0.565873,0.8471909333576384,medium_high,0.571429,0.0,1.0,0.444444,True,
KENOVA  138 KV  KEN-SPO1,KENOVA 138KV - SPOINT 138KV (KENOVA 138 KV KEN-SPO1),pano,0.8625,0.9844342579977967,high,0.75,1.0,1.0,0.833333,False,
GERMANTO_115KVGER-STR_1_LN,SB 18 6_161 KV_LN 4447:OakGrove - Louisa 345 kV,dayzer,0.180682,0.350168553707281,reject,0.25,0.0,0.0,0.181818,True,
GERMANTO_115KVGER-STR_1_LN,STRABAN 115KV - GERMANTO 115KV (GERMANTO 115 KV GER-STR),pano,0.533333,0.658095721308085,uncertain,0.444444,1.0,0.0,0.666667,True,
SKIMMER 115 KV SKIMMER 2 XFORMER,SKIMMER_115 KV_2:ACTUAL,dayzer,0.503571,0.4513849502909064,reject,0.5,0.0,1.0,0.285714,True,
SKIMMER 115 KV SKIMMER 2 XFORMER,CLOVERD2 . 10     XFORMER   H  765 KV,pano,0.544935,0.8045640095405616,medium_high,0.4,1.0,0.0,0.727273,True,
DICKERSH_230KVDIC-QUI4_1_LN,BELLEAU3_138 KV_LN 2656:Labadie - Montgomery 345kV,dayzer,0.161111,0.3186520329523466,reject,0.222222,0.0,0.0,0.166667,True,
DICKERSH_230KVDIC-QUI4_1_LN,DICKERSH 230KV - QUINCEOR 230KV (DICKERSH 230 KV DIC-QUI4),pano,0.533333,0.8944720828600429,medium_high,0.444444,1.0,0.0,0.666667,True,
SUTTON 138 KV SUT-SUT,SUTTON_138 KV_SUT-SUT:ACTUAL,dayzer,0.72,0.6110281518619398,uncertain,0.8,0.0,1.0,0.5,True,
SUTTON 138 KV SUT-SUT,HEATERS 138KV - SUTTON 138KV (HEATERS 138 KV HEA-SUT),pano,0.772877,0.7865005637636303,medium_high,0.571429,1.0,1.0,0.769231,True,
MILLBROO138 KV  MIL-SIN1,MILLBROO_138 KV_MIL-SIN1:ACTUAL,dayzer,0.561429,0.3965788652591898,reject,0.571429,0.0,1.0,0.4,True,
MILLBROO138 KV  MIL-SIN1,SINKINGS 138KV - HILLSBOR 138KV (HILLSBOR 138 KV HIL-SIN1),pano,0.602183,0.8565421257346102,medium_high,0.25,1.0,1.0,0.571429,True,
LORETTO_138KVLOR-VIE_1_LN,LORETTO_138 KV_AT1:138/69.OceanBay.AT1,dayzer,0.210714,0.4901089802585674,reject,0.285714,0.0,0.0,0.25,True,
LORETTO_138KVLOR-VIE_1_LN,LORETTO 138 KV  AT1,pano,0.16,0.19658397000530203,reject,0.333333,0.0,0.0,0.2,True,
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,SHELOCTA_230 KV_NO2:Seward #9 & #11 230/115 kV transformers,dayzer,0.515,0.28919080889674376,reject,0.5,0.0,1.0,0.4,True,
SHELOCTA 230 KV SHELOCTA NO2 XFORMER,EDGEWATE 138KV - LOYALHAN 138KV (EDGEWATE 138 KV EDG-LOY),pano,0.326496,0.9214600420465914,high,0.0,1.0,0.0,0.307692,True,
FARMVILL230 KV  TX5,STURGIS_69 KV_STU-HOW1:138/69/34.Mottville.TX5,dayzer,0.205714,0.26379790066331005,reject,0.285714,0.0,0.0,0.2,True,
FARMVILL230 KV  TX5,FRKUNION 115KV - BREMO4 115KV (BREMO4 115 KV BRE-FRKU),pano,0.337363,0.8830331953590552,medium_high,0.0,1.0,0.0,0.461538,True,
GEORGEWA 138 KV GEORGEWA-KAMMER2,GEORGEWA_138 KV_GEO-KAM:L765.Kammer-Belmont-Mountaineer,dayzer,0.517857,0.2810640952102565,reject,0.5,0.0,1.0,0.428571,True,
GEORGEWA 138 KV GEORGEWA-KAMMER2,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM),pano,0.892857,0.9915142162323602,high,0.8,1.0,1.0,0.857143,False,
CENTRVIL_138KVCEN-LAK_1_LN,AMOS_138 KV_AMO-LAK:L345.Amos-KanawhaRiver,dayzer,0.161111,0.7572764996177547,medium_high,0.222222,0.0,0.0,0.166667,True,
CENTRVIL_138KVCEN-LAK_1_LN,LKFOREST 138KV - CENTRVIL 138KV (CENTRVIL 138 KV CEN-LAK),pano,0.533333,0.9170199792936253,high,0.444444,1.0,0.0,0.666667,True,
DELA PE 69 KV   DEL-SWA,DELA PE_69 KV_DEL-SWA:ACTUAL,dayzer,0.794444,0.6757482196133481,uncertain,0.888889,0.0,1.0,0.666667,False,
DELA PE 69 KV   DEL-SWA,DELA PE 69KV - SWARK 69KV (DELA PE 69 KV DEL-SWA),pano,0.889464,0.9924351316476206,high,0.8,1.0,1.0,0.875,False,
BEATTY  138 KV  BEA-WIL1,BEATTY_138 KV_BEA-BOL:L345.Beatty-Cole,dayzer,0.511364,0.44329955938626875,reject,0.5,0.0,1.0,0.363636,True,
BEATTY  138 KV  BEA-WIL1,BEATTY 138KV - WILSONCS 138KV (BEATTY 138 KV BEA-WIL1),pano,0.860357,0.9937224932012892,high,0.75,1.0,1.0,0.857143,False,
BOXWOOD 138 KV  BOX-REU1,BOXWOOD_138 KV_BOX-REU1:ACTUAL,dayzer,0.807143,0.8771211606841561,medium_high,0.857143,0.0,1.0,1.0,False,
BOXWOOD 138 KV  BOX-REU1,REUSENS 138KV - BOXWOOD 138KV (BOXWOOD 138 KV BOX-REU1),pano,0.539773,0.1149065729423337,reject,0.75,0.0,1.0,0.545455,True,
02LORAIN_138KV02L-FOW_1_LN,02LORAIN_138 KV_02L-SL2:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,dayzer,0.121667,0.7602031865814022,medium_high,0.166667,0.0,0.0,0.133333,True,
02LORAIN_138KV02L-FOW_1_LN,02LORAIN 138KV - 02FOWLES 138KV (02LORAIN 138 KV 02L-FOW),pano,0.533333,0.983181779650361,high,0.444444,1.0,0.0,0.666667,True,
SAMSHEAD115 KV  126B,ERIEW_115 KV_ERI-FAI:L230.Forest-Glade,dayzer,0.166667,0.7740255110667873,medium_high,0.0,0.0,1.0,0.166667,True,
SAMSHEAD115 KV  126B,BATTLEBO 115KV - CONSLDSL 115KV (BATTLEBO 115 KV 1001A),pano,0.500794,0.9034833491656582,high,0.0,1.0,1.0,0.571429,True,
LIMERICK 500 KV LIMERICK LIM 4A-P XFORMER,LIMERICK_500 KV_LIM 4B-P:L230.Limerick-Cromby.220-60,dayzer,0.517857,0.29900425848886214,reject,0.5,0.0,1.0,0.428571,True,
LIMERICK 500 KV LIMERICK LIM 4A-P XFORMER,LIMERICK230 KV  LIM 4A-S,pano,0.541905,0.8248916423253914,medium_high,0.4,1.0,0.0,0.666667,False,
MACNEW_T115 KV  MAC-WIL,MACNEW_T_115 KV_MAC-WIL:L230.ETowanda-Hillside.2002 [NYISO],dayzer,0.515,0.5222445803120624,uncertain,0.5,0.0,1.0,0.4,True,
MACNEW_T115 KV  MAC-WIL,MACNEW_T 115KV - WMPOTTER 115KV (MACNEW_T 115 KV MAC-WIL),pano,0.7875,0.8553218964672705,medium_high,0.6,1.0,1.0,0.75,False,
DICKERSH230 KV  DIC-DOU2,DICKERSH_230 KV_DIC-DOU2:230/35.Aqueduct.T1,dayzer,0.555,0.4004519753340979,reject,0.5,0.0,1.0,0.8,True,
DICKERSH230 KV  DIC-DOU2,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC3),pano,0.6125,0.8454411356600848,medium_high,0.25,1.0,1.0,0.5,True,
BEDINGTO 138 KV BEDINGTO-SHEPHERDS BMVI,BEDINGTO_138 KV_BED-SHE:ACTUAL,dayzer,0.586154,0.3439983083618213,reject,0.6,0.0,1.0,0.461538,True,
BEDINGTO 138 KV BEDINGTO-SHEPHERDS BMVI,BEDINGTO 138KV - SHEPERDS 138KV (BEDINGTO 138 KV BED-SHE),pano,0.75932,0.7503672239488527,medium_high,0.545455,1.0,1.0,0.705882,False,
CARSON4 500 KV CARSON4 TX1H XFORMER,CARSON4_230 KV_238A:ACTUAL,dayzer,0.238889,0.7521704383845261,medium_high,0.333333,0.0,0.0,0.222222,True,
CARSON4 500 KV CARSON4 TX1H XFORMER,CARSON4 500KV - CARSON4 230KV (CARSON4 500 KV TX1H),pano,0.765604,0.6736239470271017,uncertain,0.571429,1.0,1.0,0.769231,True,
HENRIETA 138 KV HENRIETA-BEAVER BEA-HEN1,BEAVER_345 KV_BEA-DAV1:ACTUAL,dayzer,0.325253,0.533684472790289,uncertain,0.444444,0.0,0.0,0.363636,True,
HENRIETA 138 KV HENRIETA-BEAVER BEA-HEN1,BEAVER 138KV - HENRIETA 138KV (HENRIETA 138 KV BEA-HEN1),pano,0.892857,0.903138010831713,high,0.8,1.0,1.0,0.857143,False,
RITCHIE 230 KV  RIT-WATE,RITCHIE_230 KV_RIT-WATE:ACTUAL,dayzer,0.807143,0.9364073054135373,high,0.857143,0.0,1.0,1.0,False,
RITCHIE 230 KV  RIT-WATE,113 WATE-11106    11106 6   A  138 KV,pano,0.2625,0.5416443165747561,uncertain,0.5,0.0,0.0,0.5,True,
ERIES_T2_345NO8TX_XF,TRISTATE_345 KV_1:345/138.TriState.T2 (Sctnlz),dayzer,0.205714,0.5325462530511703,uncertain,0.285714,0.0,0.0,0.2,True,
ERIES_T2_345NO8TX_XF,SHAWVILL 115KV - SHAWVILL 1KV (SHAWVILL 115 KV BNK 1A-S),pano,0.31875,0.7923670808491118,medium_high,0.0,1.0,0.0,0.375,True,
CLAYMONT_69KVCLA-NAA_1_LN,DARLEYRD_69 KV_DAR-SIL:Claymont-Edgemoor.23015,dayzer,0.161111,0.3443907050183782,reject,0.222222,0.0,0.0,0.166667,True,
CLAYMONT_69KVCLA-NAA_1_LN,NAAMANS 69KV - CLAYMONT 69KV (CLAYMONT 69 KV CLA-NAA),pano,0.533333,0.658095721308085,uncertain,0.444444,1.0,0.0,0.666667,True,
114 NORT 138 KV 114 NORT-110 DEVO 11416 1,110 DEVO 138-114 NORT 138,dayzer,0.586667,0.8432529529445629,medium_high,0.8,0.0,0.0,0.666667,True,
114 NORT 138 KV 114 NORT-110 DEVO 11416 1,110 DEVO 138KV - 114 NORT 138KV (114 NORT 138 KV 11411 1),pano,0.508333,0.23857472212994768,reject,0.666667,0.0,1.0,0.666667,True,
FRACKVIL_69KVFRA-SHE2_1_LN,FRACKVIL_230 KV_FRA-SIE:L230.E.Palmerton-Harwood + 230/69.Harwood.T6,dayzer,0.123718,0.8237621206475279,medium_high,0.166667,0.0,0.0,0.153846,True,
FRACKVIL_69KVFRA-SHE2_1_LN,SB 74  6 161KV - 58TAP 56 161KV (SB 74  6 161 KV LN  4652),pano,0.120192,0.28934748052339576,reject,0.25,0.0,0.0,0.153846,True,
REDEYE  138 KV  RED-SMIT,REDEYE_138 KV_RED-SMIT:L765.Cloverdale-JoshuaFalls,dayzer,0.683333,0.9751308283310784,high,0.666667,0.0,1.0,1.0,True,
REDEYE  138 KV  RED-SMIT,SMITHMOU 138KV - REDEYE 138KV (REDEYE 138 KV RED-SMIT),pano,0.86369,0.9818528945687444,high,0.75,1.0,1.0,0.857143,False,
FACEROCK_T2_1152_XF,AMOS_765 KV_6:AMOS 765-345KV XF #5,dayzer,0.245238,0.6980476743102235,uncertain,0.333333,0.0,0.0,0.285714,True,
FACEROCK_T2_1152_XF,Michigan City-Bosserman 138 kV l/o Babcock-Stillwell 345 kV and XF 1,pano,0.098333,0.22985584249926785,reject,0.2,0.0,0.0,0.166667,True,
10THST_138KV10T-BUZ6_1_LN,ALABAMA_230 KV_ALA-BUZ6:L230.Oak Grove-Ritchie.23061,dayzer,0.134848,0.8226728155205955,medium_high,0.181818,0.0,0.0,0.166667,True,
10THST_138KV10T-BUZ6_1_LN,CONC_BC_115KVCON-MON_1_LN,pano,0.107692,0.2939799742121066,reject,0.222222,0.0,0.0,0.153846,True,
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH,EDGEWATE_138 KV_EDG-VAS:500/230.Conemaugh.TX3,dayzer,0.517857,0.2526136768359931,reject,0.5,0.0,1.0,0.428571,True,
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH,VASCOTAP 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-VAS),pano,0.823214,0.9269755679808054,high,0.666667,1.0,1.0,0.75,False,
12 DRESDEN 38TR83 CT L 1 KV,12 DRESD_138 KV_TR83CT-S:L345.23 Collins-12 Dresden.2311,dayzer,0.532143,0.3396478880235132,reject,0.5,0.0,1.0,0.571429,True,
